id,commit_fk,file_path,embed_method,change_type,content,content_update_from
29,2027,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(logPrefix + ""_failed_noapp"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""reopen_failed_noapp"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)"
30,2027,app/src/main/java/at/tomtasche/reader/ui/activity/MainActivity.java,NILL,LOG_ADDED,analyticsManager.report,
31,2027,app/src/main/java/at/tomtasche/reader/ui/activity/MainActivity.java,NILL,LOG_ADDED,"(""menu_share"")",
32,2027,app/src/main/java/at/tomtasche/reader/ui/activity/MainActivity.java,NILL,LOG_ADDED,analyticsManager.report,
33,2027,app/src/main/java/at/tomtasche/reader/ui/activity/MainActivity.java,NILL,LOG_ADDED,"(""menu_open_with"")",
34,6150,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
35,6150,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""upload_offer_invasive"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType, FirebaseAnalytics.Param.CONTENT, options.originalUri)",
36,6150,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
72,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,"(""load_odf_success"")",
73,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,analyticsManager.report,
74,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,"(""load_metadata"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType, FirebaseAnalytics.Param.CONTENT, fileExtension)",
75,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
76,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""loader_success_"" + FileLoader.LoaderType.PDF, FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType, FirebaseAnalytics.Param.CONTENT, result.options.fileExtension)",
77,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
78,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""reopen_offer"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType, FirebaseAnalytics.Param.CONTENT, cacheUri.toString())",
115,6276,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
37,6150,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""upload_offer_subtle"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType, FirebaseAnalytics.Param.CONTENT, options.originalUri)",
38,6197,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,analyticsManager.report,
39,6197,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,"(""loader_success_"" + FileLoader.LoaderType.PDF, FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType, FirebaseAnalytics.Param.CONTENT, result.options.fileExtension)",
40,6197,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,analyticsManager.report,
41,6197,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,"(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType, FirebaseAnalytics.Param.CONTENT, result.loaderType.toString())",
42,6222,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""ads_"" + prefix + ""_clicked"")","analyticsManager.report(""ads_"" + prefix + ""clicked"")"
43,6222,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""ads_"" + prefix + ""_impression"")","analyticsManager.report(""ads_"" + prefix + ""impression"")"
44,6222,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""ads_"" + prefix + ""_closed"")","analyticsManager.report(""ads_"" + prefix + ""closed"")"
45,6222,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""ads_"" + prefix + ""_opened"")","analyticsManager.report(""ads_"" + prefix + ""opened"")"
46,6250,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""ads_video_failed"", ""code"", i)","analyticsManager.report(""ads_video_failed_"" + i)"
47,6250,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""ads_"" + prefix + ""_failed"", ""code"", arg0)","analyticsManager.report(""ads_"" + prefix + ""_failed_"" + arg0)"
48,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,analyticsManager.report,
49,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,"(""purchase_init_failed"", ""code"", billingResult.getResponseCode())",
50,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,analyticsManager.report,
51,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,"(""purchase_abort"", ""code"", billingResult.getResponseCode())",
52,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,analyticsManager.report,
53,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,(FirebaseAnalytics.Event.ECOMMERCE_PURCHASE),
54,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,analyticsManager.report,
55,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,"(""purchase_attempt"", ""code"", result.getResponseCode())",
56,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,analyticsManager.report,
57,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,"(""purchase_init_query_failed"", ""code"", billingResult.getResponseCode())",
58,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""purchase_init_success"")","analyticsManager.report(""purchase_init_failed"")"
59,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""purchase_success"")","analyticsManager.report(""purchase_abort"")"
60,6250,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_UPDATED,"analyticsManager.report(""purchase_success"")","analyticsManager.report(""purchase_attempt"")"
61,6252,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
62,6252,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType, FirebaseAnalytics.Param.CONTENT, result.loaderType.toString())",
63,6252,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""reopen_success"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType)"
64,6252,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""reopen_offer"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType, FirebaseAnalytics.Param.CONTENT, options.originalUri)","analyticsManager.report(""reopen_offer"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType, FirebaseAnalytics.Param.CONTENT, cacheUri.toString())"
65,6256,app/src/main/java/at/tomtasche/reader/background/FileLoader.java,NILL,LOG_ADDED,analyticsManager.report,
66,6256,app/src/main/java/at/tomtasche/reader/background/FileLoader.java,NILL,LOG_ADDED,"(""loader_success_"" + type, FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType, FirebaseAnalytics.Param.CONTENT, result.options.fileExtension)",
67,6256,app/src/main/java/at/tomtasche/reader/background/FileLoader.java,NILL,LOG_ADDED,analyticsManager.report,
68,6256,app/src/main/java/at/tomtasche/reader/background/FileLoader.java,NILL,LOG_ADDED,"(""loader_error_"" + type, FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType, FirebaseAnalytics.Param.CONTENT, result.options.fileExtension)",
69,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,analyticsManager.report,
70,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,"(""load_online_error"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType)",
71,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,analyticsManager.report,
79,6256,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""reopen_success"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""reopen_offer"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)"
80,6266,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
81,6266,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_odf_error_expected"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType)",
82,6267,app/src/main/java/at/tomtasche/reader/nonfree/AnalyticsManager.java,NILL,LOG_ADDED,report,
83,6267,app/src/main/java/at/tomtasche/reader/nonfree/AnalyticsManager.java,NILL,LOG_ADDED,"(event, key, value, null, null)",
84,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
85,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_online_error"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType)",
86,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
87,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_metadata"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType, FirebaseAnalytics.Param.CONTENT, fileExtension)",
88,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
89,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""save_error"", FirebaseAnalytics.Param.CONTENT_TYPE, lastResult.options.fileType)",
90,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
91,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType, FirebaseAnalytics.Param.CONTENT, result.loaderType.toString())",
92,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
93,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_error"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType, FirebaseAnalytics.Param.CONTENT, result.loaderType.toString())",
94,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType)","analyticsManager.report(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType)"
95,6267,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_odf_error"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType)","analyticsManager.report(""load_error"", FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType)"
96,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,analyticsManager.report,
97,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,"(""load_error_file_not_found"")",
98,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,analyticsManager.report,
99,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,"(""upload_error"")",
100,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
101,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_error"", FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType)",
102,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
103,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, result.options.fileType)",
104,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, options.fileType)","analyticsManager.report(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)"
105,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_upload"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""load_error"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)"
106,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""reopen_success"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)"
107,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_upload_cancel"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""load_pdf"")"
108,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_upload"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""load_error_unknown_format"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)"
109,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_upload"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""load_error_memory"")"
110,6268,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_upload"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)","analyticsManager.report(""load_error_generic"")"
111,6274,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,analyticsManager.report,
112,6274,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,"(""purchase_init_failed"")",
113,6274,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,analyticsManager.report,
114,6274,app/src/main/java/at/tomtasche/reader/nonfree/BillingManager.java,NILL,LOG_ADDED,"(""purchase_init_success"")",
243,6565,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_ADDED,"(""ads_clicked"")",
244,6565,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_ADDED,analyticsManager.report,
245,6565,app/src/main/java/at/tomtasche/reader/nonfree/AdManager.java,NILL,LOG_ADDED,"(""ads_opened"")",
116,6276,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_odf_success"")",
117,6276,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
118,6276,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
119,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
120,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_upload_cancel"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
121,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
122,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_error_unknown_format"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
123,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
124,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""reopen_success"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
125,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
126,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""reopen_offer"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
127,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
128,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_upload"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
129,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
130,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""reopen_failed_noapp"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
131,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_error_encrypted"")","analyticsManager.report(""load_error_unknown_format"")"
132,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_pdf"")","analyticsManager.report(""load_upload"")"
133,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_error_file_not_found"")","analyticsManager.report(""load_error_illegal_file"")"
134,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""upload_error"")","analyticsManager.report(""reopen_success"")"
135,6281,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_error_file_not_found"")","analyticsManager.report(""reopen_failed_noapp"")"
136,6295,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
137,6295,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_success"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
138,6331,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,analyticsManager.report,
139,6331,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_DELETED,"(""reopen_failed_nointent"")",
140,6345,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
141,6345,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""reopen_failed_nointent"")",
142,6345,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
143,6345,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""reopen_success"")",
144,6345,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
145,6345,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""reopen_failed_noapp"")",
146,6355,app/src/main/java/at/tomtasche/reader/ui/activity/MainActivity.java,NILL,LOG_ADDED,analyticsManager.report,
147,6355,app/src/main/java/at/tomtasche/reader/ui/activity/MainActivity.java,NILL,LOG_ADDED,"(isCatchAllEnabled ? ""catch_all_enabled"" : ""catch_all_disabled"")",
148,6362,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
149,6362,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_error"", FirebaseAnalytics.Param.CONTENT_TYPE, fileType)",
150,6362,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_UPDATED,"analyticsManager.report(""load_error_memory"")","analyticsManager.report(""load_error"")"
151,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
152,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_upload"")",
153,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
154,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_pdf"")",
155,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
156,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_error_unknown_format"")",
157,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
158,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_error_illegal_file"")",
159,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,analyticsManager.report,
160,6366,app/src/main/java/at/tomtasche/reader/ui/activity/DocumentFragment.java,NILL,LOG_ADDED,"(""load_error"")",
