id,repo,file_path,embed_method,content,,,,,,
388,https://github.com/wbaumann/SmartReceiptsLibrary,SmartReceiptsLibrary/app/src/main/java/co/smartreceipts/android/activities/SmartReceiptsActivity.java,onOptionsItemSelected(MenuItem),analytics.record(Events.Navigation.UsageGuideOverflow),,,,,,
1071,https://github.com/alexstyl/Memento-Calendar,Memento-Calendar/memento/src/main/java/com/alexstyl/specialdates/addevent/AddEventsPresenter.java,kotlin_cannot_identify,analytics.trackContactCreated() ,,,,,,
701,https://github.com/OneBusAway/onebusaway-android,onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyRemindersFragment.java,setSortByClause(int),"ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_sort_by_name_reminder), null)",,,,,,
466,https://github.com/jeisfeld/Augendiagnose,Augendiagnose/AugendiagnoseIdea/augendiagnoseLib/src/main/java/de/jeisfeld/augendiagnoselib/activities/CameraActivity.java,"configureMainButtons(View,View,View,View,View)","TrackingUtil.sendEvent(Category.EVENT_USER, CAMERA, ""Decline"")",,,,,,
49,https://github.com/TomTasche/OpenDocument.droid,OpenDocument.droid/app/src/main/java/at/tomtasche/reader/ui/activity/MainActivity.java,onOptionsItemSelected(MenuItem),"analyticsManager.report(""menu_tts"")",,,,,,
656,https://github.com/Jigsaw-Code/intra,intra/Android/app/src/main/java/app/intra/sys/firebase/AnalyticsWrapper.java,logTryAllFailed(),"log(Events.TRY_ALL_FAILED, new BundleBuilder())",,,,,,
744,https://github.com/OneBusAway/onebusaway-android,onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/ReportTypeListFragment.java,"onItemClick(AdapterView,?,View,int,long)","ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_problem), getString(R.string.analytics_label_idea_scale))",,,,,,
491,https://github.com/tasomaniac/OpenLinkWith,OpenLinkWith/app/src/main/java/com/tasomaniac/openwith/ShareToOpenWith.java,trackDirectShare(),"analytics.sendEvent( ""Direct Share"", ""Clicked"", ""true"" )",,,,,,
714,https://github.com/OneBusAway/onebusaway-android,onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java,goToNavDrawerItem(int),"ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_help), null)",,,,,,
503,https://github.com/bookdash/bookdash-android-app,bookdash-android-app/app/src/main/java/org/bookdash/android/presentation/main/MainPresenter.java,clickViewAllBooks(),analytics.trackViewAllBooks(),,,,,,
192,https://github.com/mozilla-tw/ScreenshotGo,ScreenshotGo/app/src/main/java/org/mozilla/scryer/collectionview/SortingPanelDialog.java,kotlin_cannot_identify,TelemetryWrapper.cancelSorting(SINGLE),,,,,,
274,https://github.com/mozilla-tw/FirefoxLite,FirefoxLite/app/src/main/java/org/mozilla/focus/activity/MainActivity.java,kotlin_cannot_identify,TelemetryWrapper.showRateApp(false),,,,,,
1203,https://github.com/StepicOrg/stepik-android,stepik-android/app/src/main/java/org/stepic/droid/core/ScreenManagerImpl.java,showLaunchScreenAfterLogout(Context),analytic.reportEvent(Analytic.Interaction.SHOW_LAUNCH_SCREEN_AFTER_LOGOUT),,,,,,
157,https://github.com/blockchain/My-Wallet-V3-Android,My-Wallet-V3-Android/app/src/main/java/piuk/blockchain/android/ui/tour/TourGuide.java,kotlin_cannot_identify,analytics.logEvent(it),,,,,,
810,https://github.com/RocketChat/Rocket.Chat.Android,Rocket.Chat.Android/app/src/main/java/chat/rocket/android/settings/ui/SettingsFragment.java,kotlin_cannot_identify,analyticsManager.logInviteSent(InviteType.ViaApp) ,,,,,,
1328,https://github.com/StepicOrg/stepik-android,stepik-android/app/src/main/java/org/stepik/android/view/lesson/ui/activity/LessonActivity.java,kotlin_cannot_identify,"analytic.reportEvent(Analytic.Streak.SHOW_DIALOG_UNDEFINED_STREAKS, streakDays.toString()) ",,,,,,
1302,https://github.com/StepicOrg/stepik-android,stepik-android/app/src/main/java/org/stepik/android/view/notification/FcmNotificationHandlerImpl.java,kotlin_cannot_identify,"analytic.reportEvent(Analytic.Notification.CANT_PARSE_NOTIFICATION, id.toString())",,,,,,
681,https://github.com/OneBusAway/onebusaway-android,onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripPlanActivity.java,onTripRequestReady(),"ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_trip_plan), null)",,,,,,
904,https://github.com/edx/edx-app-android,edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/module/analytics/AnalyticsRegistry.java,"trackCastDeviceConnectionChanged(String,String,String)","service.trackCastDeviceConnectionChanged(eventName, connectionState, playMedium)",,,,,,
678,https://github.com/OneBusAway/onebusaway-android,onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java,showStopDetailsDialog(),"ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getActivity().getString(R.string.analytics_label_button_press_stop_details), null)",,,,,,
448,https://github.com/jeisfeld/Augendiagnose,Augendiagnose/AugendiagnoseIdea/augendiagnoseLib/src/main/java/de/jeisfeld/augendiagnoselib/fragments/DisplayImageFragment.java,onToggleOverlayClicked(int),"TrackingUtil.sendEvent(Category.EVENT_USER, ""Display overlay"", overlayName)",,,,,,
1143,https://github.com/google/santa-tracker-android,santa-tracker-android/presentquest/src/main/java/com/google/android/apps/santatracker/presentquest/ui/map/MapsActivity.java,onCreate(Bundle),"MeasurementManager.recordScreenView( mAnalytics, getString(R.string.analytics_screen_pq_map))",,,,,,
1270,https://github.com/StepicOrg/stepik-android,stepik-android/app/src/main/java/org/stepik/android/view/settings/ui/fragment/SettingsFragment.java,kotlin_cannot_identify,analytic.reportEvent(Analytic.Screens.USER_OPEN_FEEDBACK) ,,,,,,
910,https://github.com/edx/edx-app-android,edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/view/CourseDiscussionPostsThreadFragment.java,"onViewCreated(View,Bundle,View,AdapterView,?,View,int,long,AdapterView,?,AdapterView,?,View,int,long,AdapterView,?)",trackScreenView(),,,,,,
708,https://github.com/OneBusAway/onebusaway-android,onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java,goToNavDrawerItem(int),"ObaAnalytics.reportUiEvent(mFirebaseAnalytics, getString(R.string.analytics_label_button_press_trip_plan), null)",,,,,,
410,https://github.com/wbaumann/SmartReceiptsLibrary,SmartReceiptsLibrary/app/src/main/java/co/smartreceipts/android/distance/editor/DistanceCreateEditInteractor.java,kotlin_cannot_identify,analytics.record(Events.Distance.PersistUpdateDistance),,,,,,
1225,https://github.com/StepicOrg/stepik-android,stepik-android/app/src/main/java/org/stepic/droid/base/FragmentActivityBase.java,checkPlayServices(),analytic.reportEvent(Analytic.Error.GOOGLE_SERVICES_TOO_OLD),,,,,,
812,https://github.com/RocketChat/Rocket.Chat.Android,Rocket.Chat.Android/app/src/main/java/chat/rocket/android/videoconference/presenter/VideoConferencePresenter.java,kotlin_cannot_identify,analyticsManager.logVideoConference(SubscriptionTypeEvent.DirectMessage) ,,,,,,
1076,https://github.com/alexstyl/Memento-Calendar,Memento-Calendar/android_mobile/src/main/java/com/alexstyl/specialdates/addevent/AddEventActivity.java,kotlin_cannot_identify,analytics.trackImageCaptured() ,,,,,,
550,https://github.com/romannurik/muzei,muzei/wearable/src/main/java/com/google/android/apps/muzei/datalayer/OpenOnPhoneReceiver.java,kotlin_cannot_identify,"Firebase.analytics.logEvent(""data_layer_open_on_phone"", null) ",,,,,,
1169,https://github.com/google/santa-tracker-android,santa-tracker-android/penguinswim/src/main/java/com/google/android/apps/santatracker/doodles/penguinswim/SwimmingFragment.java,"onEventReceived(int,Object)","MeasurementManager.recordSwimmingEnd( analytics, model.getStarCount(), model.distanceMeters, model.swimmer.getCollidedObjectType())",,,,,,
1045,https://github.com/jorgegil96/All-NBA,All-NBA/app/src/main/java/com/gmail/jorgegilcavazos/ballislife/features/profile/ProfileActivity.java,onResume(),"eventLogger.setCurrentScreen(this, SwishScreen.PROFILE)",,,,,,
909,https://github.com/edx/edx-app-android,edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/view/DiscussionAddCommentFragment.java,onCreate(Bundle),"analyticsRegistry.trackScreenView(Analytics.Screens.FORUM_ADD_RESPONSE_COMMENT, discussionThread.getCourseId(), discussionThread.getTitle(), values)",,,,,,
304,https://github.com/mozilla-tw/FirefoxLite,FirefoxLite/app/src/main/java/org/mozilla/rocket/appupdate/InAppUpdateController.java,kotlin_cannot_identify,"clickInAppUpdateIntroDialog( if (isAccepted) { TelemetryWrapper.Value.POSITIVE } else { TelemetryWrapper.Value.NEGATIVE }, data.config.forceCloseOnDenied, data.info.availableVersionCode() )",,,,,,
